search URL:,https://patents.google.com/?assignee=Tesla%252c+Inc.&before=priority:20200101&after=priority:20120101&type=PATENT&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-9536671-B2,Planar capacitor terminals ,"Telsa Motors, Inc.","Robert James Ramm, Dino Sasaridis, Colin Campbell, Wenjun Liu",2014-12-01,2014-12-01,2017-01-03,2017-01-03,https://patents.google.com/patent/US9536671B2/en,https://patentimages.storage.googleapis.com/06/fe/87/ee5acc99789606/US09536671-20170103-D00000.png
US-10046422-B2,Extrusion piece with insert of dissimilar material ,"Tesla, Inc.",Michael J. Baldwin,2013-05-03,2016-04-15,2018-08-14,2018-08-14,https://patents.google.com/patent/US10046422B2/en,https://patentimages.storage.googleapis.com/f8/ae/96/bcf2860141aefb/US10046422-20180814-D00000.png
US-9728990-B2,Fast charge mode for extended trip ,"Tesla, Inc.","Christopher Dangler, Sarah G. Stewart, Clay Hajime Kishiyama",2012-10-31,2012-10-31,2017-08-08,2017-08-08,https://patents.google.com/patent/US9728990B2/en,https://patentimages.storage.googleapis.com/0f/ea/19/aac1715ea43f21/US09728990-20170808-D00000.png
US-9352785-B2,Subframe configured to detach upon impact ,"Tesla Motors, Inc.","N. Petter WINBERG, Michael J Eckert, Sachin Shrimant Sawant",2014-04-17,2014-04-17,2016-05-31,2016-05-31,https://patents.google.com/patent/US9352785B2/en,https://patentimages.storage.googleapis.com/6a/70/9b/f25937b212221d/US09352785-20160531-D00000.png
US-9083064-B2,Battery pack pressure monitoring system for thermal event detection ,"Tesla Motors, Inc.",Francisco Richard LePort,2012-03-29,2012-03-29,2015-07-14,2015-07-14,https://patents.google.com/patent/US9083064B2/en,https://patentimages.storage.googleapis.com/42/8a/35/edbc9f65775f36/US09083064-20150714-D00000.png
US-10347894-B2,Energy storage system ,"Tesla, Inc.","Augusto E. Barton, Robert Clinton Lane, Nathan Khalil Chidiac, Julian Christian Carl, Hugh Burnett Ross, William B. Stockton, Nicholas Paul Manov",2017-01-20,2017-01-20,2019-07-09,2019-07-09,https://patents.google.com/patent/US10347894B2/en,https://patentimages.storage.googleapis.com/dc/69/0b/c46920f79f7c34/US10347894-20190709-D00000.png
US-9787112-B2,Inter-protocol charging adapter ,"Tesla, Inc.","Martin Sukup, Troy A. Nergaard, Kristoffer J. Donhowe",2013-04-02,2013-04-02,2017-10-10,2017-10-10,https://patents.google.com/patent/US9787112B2/en,https://patentimages.storage.googleapis.com/45/ae/21/3e88ded0136df5/US09787112-20171010-D00000.png
EP-2660112-B1,Park lock for narrow transmission ,"Tesla Motors, Inc.","Augusto E. Barton, William Randall Fong, Gary Allen Pinkley, Edwin Marcum Pearce Jr., Kunio Morisawa, Kazunori Kaneko, Koichi Tanaka",2012-04-30,2013-04-30,2014-12-17,2014-12-17,https://patents.google.com/patent/EP2660112B1/en,https://patentimages.storage.googleapis.com/5a/cc/84/b346d1cd43850f/imgf0001.png
US-2014212695-A1,Flexible printed circuit as high voltage interconnect in battery modules ,"Tesla Motors, Inc.","Robert Clinton Lane, Jeff Weintraub",2013-01-30,2013-01-30,2014-07-31,,https://patents.google.com/patent/US20140212695A1/en,https://patentimages.storage.googleapis.com/2d/6d/c0/b61ddf128141f6/US20140212695A1-20140731-D00000.png
US-10461319-B2,Elemental metal and carbon mixtures for energy storage devices ,"Maxwell Technologies, Inc.","Hieu Minh Duong, Porter Mitchell, Mohammed-Yazid SAIDI",2016-02-23,2017-02-16,2019-10-29,2019-10-29,https://patents.google.com/patent/US10461319B2/en,https://patentimages.storage.googleapis.com/eb/72/2f/302acba74a73a6/US10461319-20191029-D00000.png
US-10840540-B2,Prelithiated hybridized energy storage device ,"Maxwell Technologies, Inc.","Hieu Minh Duong, Porter Mitchell, Mohammed-Yazid SAIDI, Joon Ho Shin, Haim Feigenbaum",2017-02-21,2018-02-20,2020-11-17,2020-11-17,https://patents.google.com/patent/US10840540B2/en,https://patentimages.storage.googleapis.com/cf/58/52/da9b30e5079867/US10840540-20201117-D00000.png
US-2013266824-A1,Ultracapacitor and integrated battery combination ,"Maxwell Technologies, Inc.","Jeremy Cowperthwaite, Takeo Shimbori, Mikael Setterberg, Priya Bendale, Thomas J. Dougherty",2012-03-13,2013-03-12,2013-10-10,,https://patents.google.com/patent/US20130266824A1/en,https://patentimages.storage.googleapis.com/75/0b/30/722bf60e1d363d/US20130266824A1-20131010-D00000.png
US-9972814-B2,Embedded optics in modular assemblies ,"Tesla, Inc.","Brian Dean Hachtmann, Mark Riegel, David Elias Hegeman, William Christopher Bishop, William Vucich Beecher",2012-04-12,2016-07-29,2018-05-15,2018-05-15,https://patents.google.com/patent/US9972814B2/en,https://patentimages.storage.googleapis.com/28/8a/1f/25296ec4199564/US09972814-20180515-D00000.png
US-10020773-B2,Photovoltaic mounting system ,Solarcity Corporation,"David Molina, Tyrus Hudson",2015-04-17,2015-12-30,2018-07-10,2018-07-10,https://patents.google.com/patent/US10020773B2/en,https://patentimages.storage.googleapis.com/50/42/ce/ba9302880afcca/US10020773-20180710-D00000.png
US-10673373-B2,Building integrated photovoltaic roofing assemblies and associated systems and methods ,Solarcity Corporation,"Tyrus Hawkes Hudson, Charles Almy, Martin Seery, Daniel Preston Flanigan, Ryan Devine, River Broussard",2016-02-12,2016-08-24,2020-06-02,2020-06-02,https://patents.google.com/patent/US10673373B2/en,https://patentimages.storage.googleapis.com/47/20/28/16ea1aea4282f1/US10673373-20200602-D00000.png
US-11157287-B2,Computational array microprocessor system with variable latency memory access ,"Tesla, Inc.","Emil TALPES, Peter Joseph Bannon, Kevin Altair Hurd",2017-07-24,2018-03-13,2021-10-26,2021-10-26,https://patents.google.com/patent/US11157287B2/en,https://patentimages.storage.googleapis.com/5f/25/52/a3e9bbf3dad548/US11157287-20211026-D00000.png
US-10985688-B2,Sidelap interconnect for photovoltaic roofing modules ,"Tesla, Inc.","Martin Seery, David Molina, Trevor B. Guthrie, Thomas Anderson, Jonathan Hewlett",2017-06-05,2017-08-24,2021-04-20,2021-04-20,https://patents.google.com/patent/US10985688B2/en,https://patentimages.storage.googleapis.com/e5/79/f7/d0f17f1699e26b/US10985688-20210420-D00000.png
EP-3090484-B1,An imitation solar module for use in a staggered or irregularly shaped solar array ,"Tesla, Inc.","Jack Raymond WEST, Alex Haines, Kyle Tripp",2014-04-18,2015-04-10,2020-02-12,2020-02-12,https://patents.google.com/patent/EP3090484B1/en,https://patentimages.storage.googleapis.com/13/af/ed/c762bca11d31d8/imgf0001.png
US-9831677-B2,Software abstraction layer for energy generation and storage systems ,Solarcity Corporation,"Eric Daniel Carlson, Karthikeyan Varadarajan",2012-07-19,2012-07-19,2017-11-28,2017-11-28,https://patents.google.com/patent/US9831677B2/en,https://patentimages.storage.googleapis.com/e3/03/15/037c0425c8870a/US09831677-20171128-D00000.png
US-11047729-B2,Vehicle occupant classification systems and methods ,"Tesla, Inc.","Akin Aina, Markell Baldwin, Bronson Aden, Zach Stuart",2017-06-30,2020-08-10,2021-06-29,2021-06-29,https://patents.google.com/patent/US11047729B2/en,https://patentimages.storage.googleapis.com/3a/b0/cd/f678528f5fa2fc/US11047729-20210629-D00000.png
US-9812869-B2,Rapid shutdown and safety disconnect for hybrid PV systems ,Solarcity Corporation,Sandeep Narla,2016-03-21,2016-07-28,2017-11-07,2017-11-07,https://patents.google.com/patent/US9812869B2/en,https://patentimages.storage.googleapis.com/f1/e3/b9/e0c4fa981c9ddc/US09812869-20171107-D00000.png
US-10508833-B2,Integrated hook and flashing for photovoltaic module installation on tile roofs ,Solarcity Corporation,Emil Johansen,2014-10-13,2018-05-21,2019-12-17,2019-12-17,https://patents.google.com/patent/US10508833B2/en,https://patentimages.storage.googleapis.com/ff/70/d9/798cc882a26976/US10508833-20191217-D00000.png
US-9496820-B2,Photovoltaic mounting system and devices ,Solarcity Corporation,"Martin Seery, Brian Atchley, Garret Bautista, Charles Almy",2015-02-25,2016-01-26,2016-11-15,2016-11-15,https://patents.google.com/patent/US9496820B2/en,https://patentimages.storage.googleapis.com/2d/af/f9/a95c607d8d613d/US09496820-20161115-D00000.png
US-10359797-B2,Weather tracking in a photovoltaic energy generation system ,Solarcity Corporation,Eric Daniel Carlson,2015-04-30,2015-12-04,2019-07-23,2019-07-23,https://patents.google.com/patent/US10359797B2/en,https://patentimages.storage.googleapis.com/b2/48/47/f581e9ebfb0139/US10359797-20190723-D00000.png
US-9923379-B2,"Hybrid inverter power control system for PV string, battery, grid and back-up loads ",Solarcity Corporation,"Sandeep Narla, Eric Daniel Carlson, Andrew Russell Lutkus",2015-04-22,2016-07-06,2018-03-20,2018-03-20,https://patents.google.com/patent/US9923379B2/en,https://patentimages.storage.googleapis.com/65/59/29/b8b714ae0c9dfe/US09923379-20180320-D00000.png
US-11137060-B2,Electric drive unit cooling and lubrication system with bearing shims and rotor shaft channel ,"Tesla, Inc.","Benjamin Dellal, Luke OTTAWAY, Scott Michael Graves, Eric Bellemare",2017-06-30,2018-04-04,2021-10-05,2021-10-05,https://patents.google.com/patent/US11137060B2/en,https://patentimages.storage.googleapis.com/52/4d/1a/39fa7532a85b7f/US11137060-20211005-D00000.png
US-10510195-B2,System and method for monitoring stress cycles ,"Tesla, Inc.","Nimish Patil, Alex Green",2017-06-29,2017-06-29,2019-12-17,2019-12-17,https://patents.google.com/patent/US10510195B2/en,https://patentimages.storage.googleapis.com/50/f2/f2/2054e99052a597/US10510195-20191217-D00000.png
US-9879430-B2,Replacement flashing for exhaust gas vents beneath roof-mounted photovoltaic systems ,Solarcity Corporation,"Jack Raymond West, Brian Atchley, Johann Karkheck",2014-10-10,2015-10-13,2018-01-30,2018-01-30,https://patents.google.com/patent/US9879430B2/en,https://patentimages.storage.googleapis.com/4f/32/da/0e834fbab91e55/US09879430-20180130-D00000.png
US-10211610-B2,Systems for backfeeding photovoltaic arrays through main breaker boxes ,Solarcity Corporation,"Brian Atchley, Garret Bautista",2014-11-13,2015-08-26,2019-02-19,2019-02-19,https://patents.google.com/patent/US10211610B2/en,https://patentimages.storage.googleapis.com/59/ab/bb/248686544c8ec9/US10211610-20190219-D00000.png
CN-107112764-B,Fast turn-off solid state circuit for photovoltaic energy generation systems ,特斯拉股份有限公司,"S·纳拉, A·迈耶, S·简森",2014-12-29,2015-12-28,2021-04-27,2021-04-27,https://patents.google.com/patent/CN107112764B/en,
KR-20200027558-A,Vector calculation unit ,"테슬라, 인크.","데비잇 다스 사르마, 에밀 탤프스, 피터 조셉 배넌",2017-07-24,2018-06-20,2020-03-12,,https://patents.google.com/patent/KR20200027558A/en,https://patentimages.storage.googleapis.com/cf/2b/57/346ff2bee8bc33/pct00001.png
US-2014096003-A1,Vehicle Audio System Interface ,"Tesla Motors, Inc.","Miriam Vu, Brennan Boblett, Nalinichandra Penke, Kevin Hsieh, Joe Nuxoll",2012-09-28,2012-11-08,2014-04-03,,https://patents.google.com/patent/US20140096003A1/en,https://patentimages.storage.googleapis.com/88/bf/3b/2fa969ac626301/US20140096003A1-20140403-D00000.png
US-10781317-B2,Tunable materials ,"Tesla Nanocoatings, Inc.",Jorma Virtanen,2014-12-19,2019-06-17,2020-09-22,2020-09-22,https://patents.google.com/patent/US10781317B2/en,https://patentimages.storage.googleapis.com/37/6b/90/a23cfaea1439df/US10781317-20200922-D00000.png
US-10115838-B2,Photovoltaic structures with interlocking busbars ,"Tesla, Inc.",Peter P. Nguyen,2016-04-19,2016-04-19,2018-10-30,2018-10-30,https://patents.google.com/patent/US10115838B2/en,https://patentimages.storage.googleapis.com/cc/68/b1/404521baf8ccf1/US10115838-20181030-D00000.png
US-2016197501-A1,Response to detection of an overdischarge event in a series connected battery element ,"Tesla Motors, Inc.","Francisco LePort, Scott I. Kohn",2012-11-30,2016-03-16,2016-07-07,,https://patents.google.com/patent/US20160197501A1/en,https://patentimages.storage.googleapis.com/74/3c/fc/21969919f62947/US20160197501A1-20160707-D00000.png
US-2015318106-A1,"Bobbin Design for Conduction-Cooled, Gapped, High-Permeability Magnetic Components ","Tesla Motors, Inc.","Jennifer D Pollock, William T. Chi, Don Chiu",2012-12-05,2013-11-27,2015-11-05,,https://patents.google.com/patent/US20150318106A1/en,https://patentimages.storage.googleapis.com/d8/e8/2a/2f0451916a16fa/US20150318106A1-20151105-D00000.png
US-9899652-B2,Self-activated draining system ,"Tesla, Inc.","Mark Goldman, Adam Horton, Dustin Grace, Peter How",2013-05-10,2016-02-19,2018-02-20,2018-02-20,https://patents.google.com/patent/US9899652B2/en,https://patentimages.storage.googleapis.com/fc/97/0c/c147648b218f0f/US09899652-20180220-D00000.png
US-2017177048-A1,Functional redundancy of communications and data transmission in energy storage system ,"Tesla Motors, Inc.",Ian C. Dimen,2014-04-02,2015-04-02,2017-06-22,,https://patents.google.com/patent/US20170177048A1/en,https://patentimages.storage.googleapis.com/d5/6e/cb/839fddf566cfbe/US20170177048A1-20170622-D00000.png
US-2013327511-A1,Passive air bleed for improved cooling systems ,"Tesla Motors, Inc.","Vincent G. Johnston, Paul Daniel Yeomans, Riccardo Marco Pagliarella",2012-06-06,2012-06-06,2013-12-12,,https://patents.google.com/patent/US20130327511A1/en,https://patentimages.storage.googleapis.com/ce/80/e5/653c6b345670b9/US20130327511A1-20131212-D00000.png
US-2017253107-A1,Thermal system with high aspect ratio vent ,"Tesla Motors, Inc.","Giacomo CASTIGLIONI, Raffaele N. RUSSO, Joseph Mardall, Nicholas MANCINI",2016-03-03,2016-03-03,2017-09-07,,https://patents.google.com/patent/US20170253107A1/en,https://patentimages.storage.googleapis.com/f2/31/24/2ca5a6341e11fd/US20170253107A1-20170907-D00000.png
US-2018122973-A1,"Obscuring, color matching, and camouflaging solar panels ","Tesla Motors, Inc.","Michael Pilliod, Christos Gougoussis, Oliver Lefevre, Mike Laurin, John Liu",2016-10-28,2017-10-27,2018-05-03,,https://patents.google.com/patent/US20180122973A1/en,https://patentimages.storage.googleapis.com/73/6c/d2/c41564d71282e2/US20180122973A1-20180503-D00000.png
US-2013337705-A1,High voltage cable connector ,"Tesla Motors, Inc.","Nicholas Robert Kalayjian, Dino Sasaridis, Benjamin David Dettmann",2012-06-14,2012-06-14,2013-12-19,,https://patents.google.com/patent/US20130337705A1/en,https://patentimages.storage.googleapis.com/1d/53/3b/bcce252f863223/US20130337705A1-20131219-D00000.png
US-10424923-B2,Scalable and flexible cell-based energy storage system ,"Tesla, Inc.","Mehmet Ozbek, Brandon Pierquet, Andrew David Baglino",2015-09-30,2016-09-29,2019-09-24,2019-09-24,https://patents.google.com/patent/US10424923B2/en,https://patentimages.storage.googleapis.com/e9/17/2f/e56618f3abd746/US10424923-20190924-D00000.png
US-2017059697-A1,Hidden ultrasonic sensor assembly ,"Tesla Motors, Inc.",Adnan Esmail,2015-08-31,2016-08-31,2017-03-02,,https://patents.google.com/patent/US20170059697A1/en,https://patentimages.storage.googleapis.com/a9/93/e6/e52d4ddd87d599/US20170059697A1-20170302-D00000.png
US-2014375166-A1,Controlling End Ring Balance in Pre-Balancing Spinning Process ,"Tesla Motors, Inc.","Augusto E. Barton, Edwin M. Pearce, Jr., Shyi-Perng Phillip Luan",2013-06-19,2013-06-19,2014-12-25,,https://patents.google.com/patent/US20140375166A1/en,https://patentimages.storage.googleapis.com/e8/4b/6a/c1db57006d67f4/US20140375166A1-20141225-D00000.png
US-2014368082-A1,Limiting radial expansion in rotor balancing ,"Tesla Motors, Inc.",Augusto E. Barton,2013-06-17,2013-06-17,2014-12-18,,https://patents.google.com/patent/US20140368082A1/en,https://patentimages.storage.googleapis.com/cc/11/ef/9c19148e546343/US20140368082A1-20141218-D00000.png
US-10173739-B2,Integrated vehicle-end structure ,"Tesla, Inc.","James Bellis, P Thomas Vikstrom",2015-08-28,2016-12-16,2019-01-08,2019-01-08,https://patents.google.com/patent/US10173739B2/en,https://patentimages.storage.googleapis.com/ff/c3/0a/297c1ca5d8af21/US10173739-20190108-D00000.png
US-9352783-B2,Vehicle crush rail with substantially square cells and initiators ,"Tesla Motors, Inc.","N. Petter WINBERG, Timothy L. Sheldon, Sachin Shrimant Sawant",2014-04-17,2014-04-17,2016-05-31,2016-05-31,https://patents.google.com/patent/US9352783B2/en,https://patentimages.storage.googleapis.com/fb/40/b2/5d30e91fae980e/US09352783-20160531-D00000.png
US-9692038-B2,Cap for electrochemical cell ,"Tesla, Inc.","Kunio Tsuruta, Kenjin Masumoto",2013-11-25,2014-11-24,2017-06-27,2017-06-27,https://patents.google.com/patent/US9692038B2/en,https://patentimages.storage.googleapis.com/cf/ea/5f/0a5da13dcedec5/US09692038-20170627-D00000.png
US-10439477-B2,Pressurized and gravity-fed liquid cooling of electric motor ,"Tesla, Inc.","Gary A. Pinkley, David F. Nelson, William R. Fong, Scott Heines, Edwin M. Pearce, Jr.",2014-01-31,2014-01-31,2019-10-08,2019-10-08,https://patents.google.com/patent/US10439477B2/en,https://patentimages.storage.googleapis.com/dd/1f/35/6482e3a2c07d86/US10439477-20191008-D00000.png
US-9687769-B2,Vehicle air system with high efficiency filter ,"Tesla, Inc.","Joseph Mardall, Adam MASER",2015-08-26,2015-08-26,2017-06-27,2017-06-27,https://patents.google.com/patent/US9687769B2/en,https://patentimages.storage.googleapis.com/c0/e9/f5/475ce918351aca/US09687769-20170627-D00000.png
US-2016190961-A1,Electric motor using multiple reference frames for flux angle ,"Tesla Motors, Inc.",Mark Holveck,2014-12-30,2015-01-29,2016-06-30,,https://patents.google.com/patent/US20160190961A1/en,https://patentimages.storage.googleapis.com/98/8e/24/58149be28e6885/US20160190961A1-20160630-D00000.png
CA-3054559-C,Vehicle technologies for automated turn signaling ,"Tesla, Inc., Sean HAIGHT",Sean HAIGHT,2017-02-24,2018-02-22,2020-09-22,2020-09-22,https://patents.google.com/patent/CA3054559C/en,
US-9876462-B2,Support system for photovoltaic mounting rail having cylindrical base that rotates into a locked position ,Solarcity Corporation,"Tyrus Hudson, Martin Seery, River Broussard, Malcolm Kimberley, David Molina",2015-08-27,2015-12-31,2018-01-23,2018-01-23,https://patents.google.com/patent/US9876462B2/en,https://patentimages.storage.googleapis.com/23/0b/a6/735d9871a03fe4/US09876462-20180123-D00000.png
US-2014095029-A1,Sunroof Control Interface ,"Tesla Motors, Inc.","Brennan Boblett, Evan Small, Roy Goldman, Joe Nuxoll",2012-09-28,2013-03-25,2014-04-03,,https://patents.google.com/patent/US20140095029A1/en,https://patentimages.storage.googleapis.com/dc/1e/67/0d8969faf52791/US20140095029A1-20140403-D00000.png
US-2013285602-A1,Integrated inductive and conductive electrical charging system ,"Tesla Motors, Inc.","Troy A. Nergaard, Jeffrey Brian Straubel",2012-04-30,2012-04-30,2013-10-31,,https://patents.google.com/patent/US20130285602A1/en,https://patentimages.storage.googleapis.com/fa/79/90/8cc9f58dadb6b6/US20130285602A1-20131031-D00000.png
US-2014376995-A1,Air-tight Slip-on Structural Joint Not Using Sealant ,"Tesla Motors, Inc.","Andreas Faass, Aaron Johnson, Derek Ryan Paul, Donald James Parr, Kevin Matthew Anderson",2013-06-20,2013-06-20,2014-12-25,,https://patents.google.com/patent/US20140376995A1/en,https://patentimages.storage.googleapis.com/0a/c1/6c/c1da417f2b8398/US20140376995A1-20141225-D00000.png
US-2017062778-A1,Gasket and diaphragm for electrochemical cell ,"Tesla Motors, Inc.","Christophe Mille, Kunio Tsuruta, Kenjin Masumoto",2015-08-24,2016-08-23,2017-03-02,,https://patents.google.com/patent/US20170062778A1/en,https://patentimages.storage.googleapis.com/05/a4/9d/4586f0b9453d81/US20170062778A1-20170302-D00000.png
CN-104813182-A,Steady state detection of an exceptional charge event in a series connected battery element ,特斯拉汽车公司,"F·莱珀特, S·I·科恩",2012-11-30,2013-11-26,2015-07-29,,https://patents.google.com/patent/CN104813182A/en,
US-10962941-B2,Controlling a distributed generation management system ,Solarcity Corporation,Eric Daniel Carlson,2014-10-29,2015-12-04,2021-03-30,2021-03-30,https://patents.google.com/patent/US10962941B2/en,https://patentimages.storage.googleapis.com/da/a8/b4/01572a9e3c5dc7/US10962941-20210330-D00000.png
EP-3146818-A4,Heatsink with internal cavity for liquid cooling ,Tesla Motors Inc.,"Robert James RAMM, Wenjun Liu, Colin Campbell",2014-05-23,2015-05-18,2018-01-24,,https://patents.google.com/patent/EP3146818A4/en,
US-2017130495-A1,Dual-hinge closure with latching in horizontal direction ,"Tesla Motors, Inc.","David Wheeler, Steve Klotz, Ian Sadowski, Nermin Mujcinovic, Noam Goldberg, Robert Coleman Skelton, Andy Warburton, Adnan Esmail, Joshua Liu, Andy Wong, Padmanabhan Kumar, Jon Bennett, John Hughes, Hemant Sikaria, Jacob WARMAN, Chris Satkoski, Nicolas Altenburger",2015-09-24,2016-09-22,2017-05-11,,https://patents.google.com/patent/US20170130495A1/en,https://patentimages.storage.googleapis.com/23/47/4a/dbae7ccc9f88f4/US20170130495A1-20170511-D00000.png
US-2020034710-A1,Optimizing neural network structures for embedded systems ,"DeepScale, Inc.","Harsimran Singh Sidhu, Paras Jagdish Jain, Daniel Paden Tomasello, Forrest Nelson Iandola",2018-07-26,2019-07-25,2020-01-30,,https://patents.google.com/patent/US20200034710A1/en,https://patentimages.storage.googleapis.com/31/1e/a1/16d1bf70778709/US20200034710A1-20200130-D00000.png
US-2019139711-A1,Electrode graphite film and electrode divider ring for an energy storage device ,"Maxwell Technologies, Inc.","Porter Mitchell, Thomas J. Dougherty",2013-03-14,2018-10-05,2019-05-09,,https://patents.google.com/patent/US20190139711A1/en,https://patentimages.storage.googleapis.com/7a/1d/c5/90dd0fef447af8/US20190139711A1-20190509-D00000.png
US-2015255779-A1,Methods and apparatuses for polymer fibrillization under electric field ,"Maxwell Technologies, Inc.","Jian Hong, Xiaomei Xi",2014-03-10,2015-03-09,2015-09-10,,https://patents.google.com/patent/US20150255779A1/en,https://patentimages.storage.googleapis.com/22/24/61/946dbe7faafdb2/US20150255779A1-20150910-D00000.png
US-2021234173-A1,Compositions and methods for parallel processing of electrode film mixtures ,"Maxwell Technologies, Inc.","Ziying Wang, Haim Feigenbaum, Hieu Minh Duong",2017-11-02,2021-04-09,2021-07-29,,https://patents.google.com/patent/US20210234173A1/en,https://patentimages.storage.googleapis.com/dc/a8/70/b16e2e00f8f310/US20210234173A1-20210729-D00000.png
US-2014368973-A1,Energy storage device with enhanced energy density ,"Maxwell Technologies, Inc.","Jeffrey Bouchard, Doug Schafer, Priya Bendale, Jeffrey G. Nelson",2013-06-14,2014-06-12,2014-12-18,,https://patents.google.com/patent/US20140368973A1/en,https://patentimages.storage.googleapis.com/80/27/40/383dece799625f/US20140368973A1-20141218-D00000.png
US-2014313639-A1,Methods for solid electrolyte interphase formation and anode pre-lithiation of lithium ion capacitors ,"Maxwell Technologies, Inc.","Santhanam Raman, Xiaomei Xi, Xiang-Rong Ye",2013-04-23,2014-04-22,2014-10-23,,https://patents.google.com/patent/US20140313639A1/en,https://patentimages.storage.googleapis.com/eb/f1/b4/31e416a1f7f6d4/US20140313639A1-20141023-D00000.png
US-2021193398-A1,Compositions and methods for energy storage device electrodes ,"Maxwell Technologies, Inc.","Santhanam Raman, James Borkenhagen, Xiaomei Xi, Xiang-Rong Ye",2016-03-01,2021-02-11,2021-06-24,,https://patents.google.com/patent/US20210193398A1/en,https://patentimages.storage.googleapis.com/b4/41/3c/35e461a728bf27/US20210193398A1-20210624-D00000.png
US-2015283965-A1,Methods and apparatuses for temperature control in energy storage devices ,"Maxwell Technologies, Inc.",Robert Shaw Lynds,2014-04-08,2015-04-07,2015-10-08,,https://patents.google.com/patent/US20150283965A1/en,https://patentimages.storage.googleapis.com/6e/79/0d/51b93fed41aa74/US20150283965A1-20151008-D00000.png
US-2021098770-A1,Compositions and methods for dry electrode films having reduced binder content ,"Maxwell Technologies, Inc.","Yudi YUDI, Hieu Minh Duong, Joon Ho Shin",2018-05-14,2019-05-13,2021-04-01,,https://patents.google.com/patent/US20210098770A1/en,https://patentimages.storage.googleapis.com/c6/2a/bd/1cd7a82773196a/US20210098770A1-20210401-D00000.png
US-2018062155-A1,Methods and apparatuses for energy storage device electrode fabrication ,"Maxwell Technologies, Inc.","Porter Mitchell, Jeffrey Nelson, Robert Crawford, Mohammed-Yazid SAIDI",2016-09-01,2017-08-31,2018-03-01,,https://patents.google.com/patent/US20180062155A1/en,https://patentimages.storage.googleapis.com/76/99/8b/2d410dc9fd8d3c/US20180062155A1-20180301-D00000.png
US-9853596-B2,Low-slope mounted photovoltaic array ,Solarcity Corporation,"Jack Raymond West, Brian Atchley",2013-09-18,2014-09-18,2017-12-26,2017-12-26,https://patents.google.com/patent/US9853596B2/en,https://patentimages.storage.googleapis.com/3c/fa/af/1ef61f1ee0dbb7/US09853596-20171226-D00000.png
US-9865754-B2,Hole collectors for silicon photovoltaic cells ,"Tesla, Inc.","Zhigang Xie, Jiunn Benjamin Heng, Wei Wang, Jianming Fu, Zheng Xu",2012-10-10,2013-10-10,2018-01-09,2018-01-09,https://patents.google.com/patent/US9865754B2/en,https://patentimages.storage.googleapis.com/7b/6a/1f/20546fc05f57bc/US09865754-20180109-D00000.png
US-2019131613-A1,Methods and apparatuses for energy storage device electrode fabrication ,"Maxwell Technologies, Inc.",Porter Mitchell,2017-11-02,2018-10-30,2019-05-02,,https://patents.google.com/patent/US20190131613A1/en,https://patentimages.storage.googleapis.com/1c/b3/81/1389facd7b891f/US20190131613A1-20190502-D00000.png
CA-2992224-A1,Novel battery systems based on two-additive electrolyte systems ,"Tesla Motors Canada ULC, Jeffery R. Dahn, Jing Li, Stephen Laurence Glazier, Tesla, Inc., Panasonic Corporation","Jeffery R. Dahn, Jing Li, Stephen Laurence Glazier",2017-07-31,2018-01-17,2019-01-31,,https://patents.google.com/patent/CA2992224A1/en,
CN-209766117-U,Cable and cable assembly ,特斯拉公司,"郑仁在, A·埃斯迈尔, L·J·潘考, L·贾因, B·特里帕蒂",2018-01-05,2019-01-04,2019-12-10,2019-12-10,https://patents.google.com/patent/CN209766117U/en,
CN-110520742-A,Multichannel bidirectional battery management system ,特斯拉公司,"N·马丁, A·米特罗斯, C·梅洛内, I·迪门",2017-06-30,2018-06-28,2019-11-29,,https://patents.google.com/patent/CN110520742A/en,
CN-110651428-A,System and method for encapsulating photovoltaic roof tiles ,特斯拉公司,"B·E·阿齐利, C·阿尔米, A·麦瑟, A·梅耶, B·杨, S·M·维因格, P·P·恩古耶, S·特里普, P·扎亚克, K·A·克劳伯",2018-03-01,2018-03-01,2020-01-03,,https://patents.google.com/patent/CN110651428A/en,
US-2015207114-A1,Pouch cell housing ,"Maxwell Technologies, Inc.","Alexander Khakhalev, Laurent Gisler, Martin Angeloz",2014-01-20,2015-01-19,2015-07-23,,https://patents.google.com/patent/US20150207114A1/en,https://patentimages.storage.googleapis.com/95/e4/6a/771e10c74fc152/US20150207114A1-20150723-D00000.png
US-10020550-B2,Energy storage pack ,"Tesla, Inc.","Robert David Sumpf, JR., Ernest Matthew Villanueva, David Elias Hegeman, Satvik Vipin Batavia, Ganesh Ramanarayan Singh, Alex Prilutsky, Scott Ira Kohn, Bruce Phillip Edwards, Peter Thomas Tennessen, Jayesh Bharat Gorasia, Hugh Burnett Ross",2013-10-17,2017-02-20,2018-07-10,2018-07-10,https://patents.google.com/patent/US10020550B2/en,https://patentimages.storage.googleapis.com/92/22/f6/7f17b35d7f4f52/US10020550-20180710-D00000.png
US-10771006-B2,Photovoltaic roof tiles and method of manufacturing same ,"Tesla, Inc.","Daniel Preston Flanigan, Alex Christopher Mayer",2017-07-12,2018-07-12,2020-09-08,2020-09-08,https://patents.google.com/patent/US10771006B2/en,https://patentimages.storage.googleapis.com/a5/ef/77/bb095cd11e8c40/US10771006-20200908-D00000.png
